,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
RNA__RPL21P119,0.40585908984999175,-0.17689074448719738,0.10049545730041705,-0.31015701916644767,-0.06810022199478323,-0.1252590900434373,-0.42924415286370693,0.05647476467887278,0.24958211133382094,0.0043931720599747325
RNA__RPL21P16,0.3884730239661855,-0.15047170561407028,0.08746791582519527,-0.38609645175603863,-0.09554264188907363,-0.11560132998190173,-0.6837505481553868,-0.12021726690620506,0.07853296946005071,0.0035002131302375177
RNA__RPL21P28,0.415429176508077,-0.22844814923163356,0.07861608398002937,-0.21354355469905018,-0.0709946108286299,-0.08668285241448896,-0.2523793766973223,0.17787370539491143,0.0717949604171011,0.007832942377236725
RNA__RPL21P39,0.36925962878185825,-0.17257452386065103,0.15229328263813421,-0.345471139284688,-0.11042012268509777,0.005887541954765563,-0.5334071107264238,-0.07899328539813398,0.3697858514792596,0.002258169115814217
RNA__RPL21P75,0.33244498070990014,-0.19400318252986717,0.07913712597650135,-0.41642110619448247,-0.07048681766964486,-0.15494152872086067,-0.819605579283284,-0.43219408126218345,0.0033505063285276856,0.00034690912307764823
RNA__RPL21P93,0.0941158648299722,-0.22789516190138845,0.10162650045648576,-0.4756812218187857,-0.14870442788954197,0.03196869561663099,-0.4863635173011836,-0.037696745814149495,0.09256837178844911,0.0008264506137719915
RNA__RPL22L1,-0.10188954146916815,0.08108259949073905,0.5210742737098351,0.0800752113136128,-0.20979703403016572,-0.050020049777057776,-0.9940211508627755,-0.7075591743720638,-0.2250313275493358,-0.0008767749489301112
RNA__RPL22P24,-0.08746948316993719,0.12290966088415756,0.09366314281144261,-0.300209923143131,-0.03444635044144915,-0.14618964843392068,-0.028529389271592594,-0.4349179283279583,0.2529992252093636,-0.0013441697733710708
RNA__RPL23A,0.23902742560350682,-0.012100985105140015,0.08299806728928409,-0.39284035290127783,-0.0761679171507889,-0.058713193409035414,-1.479537583676289,-0.18629452856523315,0.02883505355641582,0.009263296156549706
RNA__RPL23AP2,0.2504126405739363,-0.1561768810707123,0.11528669374131924,-0.3811840307960617,0.014279930351150832,-0.20561912206542424,-0.8168121367965979,-0.06545421073650522,0.6289578586282363,0.004852917766672076
RNA__RPL23AP32,0.33451769509351287,-0.1611964402392639,-0.027366917349116858,-0.1472401647032915,-0.06528733858175448,0.01630888884259568,-0.0030109299265238623,0.11641268870762608,-0.6411498509141308,-0.006638625617885159
RNA__RPL23AP42,0.3560333075067822,-0.055461399987631936,0.16575915800667784,-0.27093151499808116,0.04436196152018531,-0.1420537532973668,-0.7424927650584056,0.04650231091227949,0.6141141881139749,0.006424811960672511
RNA__RPL23AP49,0.11044708320639261,0.021865170849312245,-0.09506319340159447,-0.23823003307819438,-0.13106376227718577,-0.3397853435431605,0.10655937085022724,0.3944687992770068,-0.19594538719893614,0.0009624047465945714
RNA__RPL23AP82,0.19221415565966884,0.188429277145382,-0.05052895699922138,-0.20625624637971576,-0.25441938399669906,0.14846958567478613,-0.45074079726228117,0.2627426365921895,0.09008985139543539,-0.0021381851101321295
RNA__RPL24,0.26368428842421754,-0.07161327903952362,0.3226106854574666,-0.47942233467900947,0.043960432342108495,-0.0271559024623575,-1.1457015418660303,0.06216677751714766,0.1988139857337093,-0.003134891778567565
RNA__RPL24P4,-0.24425300713956177,0.04848358786854998,-0.05882199652201654,-0.08736010766798587,-0.24270970385789342,0.0004839557384880783,-0.7792261413603675,-0.23266729950563028,-0.10581938010607327,-0.00340332593137643
RNA__RPL24P8,0.3875357033793413,0.08995907339272281,-0.0887310367634472,-0.16666313137600258,-0.07175397202961088,0.022424993867420952,-0.2714770382501599,-0.12626042355582903,0.009686451778471257,-0.005813162718916131
RNA__RPL26P19,0.41830520374560426,-0.03852865400285451,0.19315041122089302,-0.2364320380074049,-0.06472693539725086,-0.039600277316964236,-0.6368094074919168,0.1057762845011056,0.4492144642840332,0.0031455797606831644
RNA__RPL27,0.3342692137576809,-0.06005533274583905,0.3142310161203584,-0.39622957220601845,-0.01297041270807709,-0.03561148202262096,-1.0644003533217352,0.15066826163537492,0.11502000787202508,-0.0005516893386332417
RNA__RPL27A,0.24864427145628773,-0.17033774662001017,0.14495913396220353,-0.27151007999714244,-0.18166712408948715,-0.0047479078392718395,-1.1221978629475644,-0.4021827637242381,0.026562603863025044,0.002409476015175775
RNA__RPL28,0.20835139567607422,-0.3488442096560453,0.24807392961634703,-0.5864571161022915,0.015153930675850394,0.05541070455545892,-0.32277556363029347,-0.02003304089336222,0.06280641085745449,0.0020827863095292487
RNA__RPL29,0.21561366518407268,-0.1337524134673893,0.29347673208348624,-0.46953374903910605,-0.21744589109854143,-0.1304278979811497,-0.8382548078255216,-0.26499093496865583,0.2528390557240635,0.0008128815396450114
RNA__RPL29P14,0.14314950839058102,0.003652802687018767,0.17529764861085403,-0.07951270367534587,0.09540930402226508,-0.07028781839632221,0.13457044726792192,-0.0844522119758678,-0.04940208580330987,-7.149790699694082e-05
RNA__RPL29P19,0.09198284548935425,-0.15558790882104026,0.29887459226314955,-0.3043438787323161,0.2093654102670598,0.5584861875724626,0.451016042111373,0.8265243567115826,-0.2928559161266568,0.00025826050974260046
RNA__RPL3,0.18537061763537008,0.00849420591049361,0.03537432379381427,-0.5215852828317213,-0.2442655484725861,0.01724374207746836,-0.7930951876350737,-0.08788191484166857,-0.03349702208728121,0.0015529002336667817
RNA__RPL30,0.3369247751295025,0.10018656988705434,0.139305967552811,-0.4423927519674293,-0.03109510692815762,0.01622146109397737,-1.07937224373803,0.03869884764039242,0.10934158055265775,-0.0005624602666841928
RNA__RPL31,0.4364494776973009,-0.051087419624205134,0.11772923040784215,-0.24736035437940052,-0.13358253680044344,-0.0504390169576775,-0.8363204026688944,0.24569681293461682,0.09232837296974994,0.001437624602232295
RNA__RPL32,0.28884670156164444,-0.06827420130956036,0.3037866849942791,-0.4836615580709142,-0.17025048017185734,-0.07873523547746847,-1.0029444283348072,-0.17916037852448377,-0.11765677114103189,0.003542531140101762
RNA__RPL32P1,0.066480752508133,0.12339998594050403,-0.02487919738721122,-0.3985574547092998,0.14487515899470632,-0.016251653808913163,-0.2029392207329872,-0.95557545657247,0.23277827718761554,-0.0013040538531620177
RNA__RPL32P3,0.027237158248431263,0.2808136222433139,0.12369666702736229,-0.6744348088413122,0.09275412047007603,-0.4557450289942544,0.382174813668291,-0.05087532206282819,-0.6247760829073727,-0.002149999543032048
RNA__RPL34,0.43235883047384627,-0.08005229649104677,0.0837350412511677,-0.3064614161781073,-0.12433908643972166,-0.0008623200129317588,-0.8406396958672252,0.13065645520943864,-0.08074287491117285,-0.003243580412309897
RNA__RPL35,0.308103160411063,-0.21204418901883712,0.3694052883237333,-0.5342929980256966,-0.21893015862600088,-0.1847658197098665,-0.7519550200941504,0.010265124508197967,0.12564151166597903,-0.0013692297366561675
RNA__RPL35A,0.42344833839367374,-0.008738638854598758,0.23129946589975844,-0.27204434662387456,-0.05895818768393801,-0.05195275308953889,-0.8668387773039558,0.38871627956852955,0.09305060610910762,-0.0025159843270748175
RNA__RPL35AP32,0.15842584113479505,0.0896552385786306,0.0019545223663655813,-0.058129005867841636,-0.08498588774926571,0.06250050982197554,0.21882759858695466,0.07710924286938284,-0.057598320559608195,-0.0031952256842415925
RNA__RPL36A,0.23499222138606335,-0.030682881388825647,0.10490316259521303,0.10944375423951799,-0.07685187572918041,-0.037051277941936994,-0.6376341459888781,0.3048972760256593,0.27048706417202195,-0.0017123139450258274
RNA__RPL36AP43,-0.125218450354443,0.16767940754992422,-0.36642863348485727,-0.2569804617838787,-0.06378936402029037,0.011806799596497022,-0.29866043221787647,-0.03862757384721669,-0.9125502781278126,0.0008168189783597316
RNA__RPL38,0.4456614605890439,-0.08998783251672182,0.2231254594515035,-0.20305756681350914,-0.04520118493783729,-0.020822512848318476,-0.5115338296056767,0.4199870941970248,0.0836130027034087,0.006261096296866321
RNA__RPL39L,-0.3379617822259889,0.012037186402925391,0.42376843936764996,-0.14339523531924836,0.060759488001525946,0.36480955301635126,-0.6987556443077474,0.06860809294878317,-0.28704521928412174,0.0012245883687331948
RNA__RPL39P3,0.08939753585688692,-0.12699210331514013,0.10059909102498898,-0.10379464674408953,-0.063863556448164,0.10586659703873658,-1.2142061537016209,0.011044341506048433,0.07978395390546146,-0.0003357083410452089
RNA__RPL39P36,-0.07612537469123212,0.1174422655311154,-0.03593585674023147,-0.20947906408866027,0.17043657407771992,-0.0423710988351552,-0.25557872749772187,0.0036283768964179824,0.23132169586420953,-0.0017377919560432368
RNA__RPL39P40,0.03253844632082144,-0.14225579173665906,-0.19328533662887865,-0.10044307189889055,-0.126462337455345,0.05067882499039669,-0.5027084441779095,-0.004143643029813625,0.4324314129398524,0.0014638937606766293
RNA__RPL39P5,0.16708001024449506,0.4271150061803962,0.1930466407887912,0.007139613121336431,-0.053381538575410475,-0.13234348506602975,0.3142772188384882,0.7509672842380088,0.36648227047667703,-0.0024004154657286045
RNA__RPL3P13,0.177175122061084,0.18351981339813653,-0.3534977342003891,-0.13172888870373592,-0.010883944632246826,-0.040657819193548037,0.10770702510900568,-0.10183864233603106,-0.023878127483245228,-0.008044890964870509
RNA__RPL3P4,0.4298763748039021,-0.19809534929440492,0.050479488793755425,-0.21895715460876833,-0.09883094667929988,-0.01565794610888045,-0.4237390665463263,0.20718162592445097,-0.04587975516243745,0.0023360585939217657
RNA__RPL4,0.09778008155783516,0.10221106468750796,0.34768673890562435,-0.2814197881675184,-0.26873108395256234,-0.09046934641797834,-0.8521396876155054,-0.18535272970081632,0.04050218161818924,0.001702582046109717
RNA__RPL41P1,0.23658339456602126,-0.05588727392750005,0.1467230961997925,0.020955820341794343,-0.28445233516400636,-0.004537570299853572,-1.0020422136079719,-0.2816049305382725,-0.12546839644051588,0.002017787327509703
RNA__RPL41P2,0.32123291232119955,-0.029815941970954763,0.05015960430206692,0.08311402493667135,-0.0857560307237909,-0.010264208314228366,-0.7978115635294312,-0.2445510713139015,-0.010202973995326332,0.002010011399592554
RNA__RPL4P4,-0.018628459901831904,0.11916743186292449,0.17243499073092072,-0.12170398316112621,-0.06321947498346282,-0.06498575005980824,-0.7073021116392072,-0.30538155016936924,-0.03689533914998189,0.002252712797294153
RNA__RPL6,0.05100244685202652,-0.10224525701226125,0.34529606583213096,-0.2850798145961266,0.012689706711307409,-0.17733057968936705,-0.6232689022500149,-0.1283116579756621,-0.292703681330845,-0.0012177603640391068
RNA__RPL7,0.2170889870752739,0.07123844106250296,0.10098370682678427,-0.29848205205383027,-0.2348678609214986,0.018030372795511094,-0.9333326509380727,0.22471253839242653,0.14075904668469688,-0.0014625144162269564
RNA__RPL7A,0.23007709638713353,-0.04668888929227323,0.2529135952239848,-0.46118722640388526,-0.492117955550988,-0.2742555485916646,-0.8403668014075998,-0.1597154839032268,0.09543289335705452,-0.0016662353393564941
RNA__RPL7AP6,0.04655118248792131,0.06327035596455928,0.13300842025642567,-0.12113364646323747,-0.04874437804783602,-0.03362121367118587,-0.08300589705099218,-0.08703061334969951,0.01633350603185893,0.0020634496984754027
RNA__RPL7AP64,0.1357120113343524,0.18162155128158738,0.12588464929810536,0.05934252364361502,0.01697985728772149,0.06021407448601977,-0.008025965599291092,-0.957599256411431,0.7724752243609564,-0.0013725257534257602
RNA__RPL7AP66,0.2716921773397857,0.10514731159197338,0.227176406253028,-0.3783166589897868,-0.126522491951101,-0.2922632366541754,-0.7311953297819538,-0.17050073116210845,0.2784823645515707,-0.0012259820891031164
RNA__RPL7P1,0.28969746413885905,-0.050651030410642825,0.10676469945559307,-0.1804069657437747,-0.013437184580515968,0.01559710111040831,-0.7074143859047602,0.1651734926155604,-0.1940900628988555,-0.0007545443972625911
RNA__RPL7P19,0.15132687060452576,0.03371752737832488,-0.006888420104364378,-0.133932226947872,0.1697709442876087,0.05445692258995285,0.014472107254618347,0.08654804976573618,-0.005051115695855171,0.0020678338304572046
RNA__RPL7P23,0.21880541078697,0.0075506434804033535,-0.016655547401473063,0.11327317631276844,-0.08965136272598828,-0.14442071273429977,-0.7256413601178113,-0.05776909385295739,-0.05711436724997192,0.0009737348373254805
RNA__RPL7P32,0.35959295663257757,-0.09264260766770986,-0.08546035499432465,-0.21057406018640906,-0.07907889407561122,-0.052562462902069035,-0.8662158858486533,-0.08284551951215016,-0.4048586051975719,-0.002285549692828902
RNA__RPL7P9,0.2001766765210693,0.2469945876738127,0.07293319905087205,-0.007617899321072174,-0.1771804477245046,-0.05471054468670012,-0.8013545603271882,0.39992233146079254,0.028463077849851852,0.0008914468622139509
RNA__RPL8,0.10338878222136753,-0.08740838961167752,0.04356599692078891,-0.35136346040143435,-0.10779508628599298,0.04495506889771949,-0.5600591599171244,-0.2309665029725461,0.32874230053425557,0.0012076574830670898
RNA__RPL9,0.16579445122461703,-0.1725379131346125,-0.1097464909111343,-0.36844963764325955,-0.13224642736708292,0.010473389619439437,-0.4596085282062283,-0.287432262473483,-0.2634713819912132,-0.0021565660317273668
RNA__RPL9P7,0.4002160238845339,0.092818663603778,0.11354374477685723,-0.2698774115461861,-0.22999746996429715,0.0008593921034137733,-0.878018782045935,0.09131624392938852,0.0919833712778533,-0.0010605064772789925
RNA__RPL9P9,0.21297536665550507,0.09480026994050529,0.18005560484228844,-0.1619304569188556,-0.23743560163422353,-0.029303791838263676,-0.5025210175238042,0.5441148810837287,0.19617717949564806,-0.0011574096877162959
RNA__RPLP0,-0.11038275067124977,-0.11404426503662259,0.3535799303694377,-0.21035407902997766,-0.06342889439623058,0.002311298683558884,-0.39123316654781937,-0.8694034771010954,0.38868646949162233,0.008280218685758149
RNA__RPLP0P2,-0.17302830499597316,0.013764896813377064,0.5319788149019395,0.04506280320654512,-0.19986773503360916,0.3805911448661394,0.08405522689269103,0.18237008805440189,-0.7300331972571732,-0.0005562041230848281
RNA__RPLP0P6,-0.07216198819654944,-0.1349935522978354,-0.020917351870823154,-0.07247212702957193,-0.04660500029757404,0.042074581050497925,-0.013643074006294102,-0.3342228624803182,0.30374916812453223,8.358781167487413e-05
RNA__RPLP1,0.31099980852392667,-0.1109803731218864,0.11364115274910472,-0.2261850432836111,-0.074924293215222,0.024655988612645462,-0.9452738642094983,-0.270319100994395,-0.6184848637115311,0.004105540417448928
RNA__RPLP1P6,-0.031053606087940645,-0.0819795464146912,-0.20970427244467726,-0.06183730650675412,-0.23916277453757234,-0.10739446226235745,0.05120147463815875,0.20186703784340213,0.004520559389565394,0.0029692256621814865
RNA__RPLP2,0.20191248903212838,-0.26568230327362347,0.018951624111851088,-0.5068790023553587,-0.30944593359360184,0.13824870978865983,-1.1561255087460953,-0.16872416107799812,-0.45113870847682874,0.0011433126636732137
RNA__RPN1,-0.34972277310276445,0.03190257684340849,0.41600019833565655,-0.10349975627062111,0.15642646931442822,-0.11186063935014284,-0.619041942921588,-0.20998827509921364,-0.017456920045055526,-0.011521377051435334
RNA__RPN2,-0.408676271851705,0.17737508892968115,0.09971949804606012,0.131577535205632,0.043899977537090996,-0.49050037665528545,-0.10573645727434336,-0.049975720605077566,-0.023316617792668488,-0.0038411504943195946
RNA__RPP14,0.23397633551746758,0.55553095681949,0.12847694906243437,-0.03214686209480175,-0.04355541147159873,-0.11010005130590567,-0.30066255760940325,0.1651614154286013,0.09341420854905345,0.008247493575637007
RNA__RPP25L,-0.050396781566310604,-0.18555449448344286,-0.024350009362557906,-0.7626853629384022,-0.05024174765238932,-0.3467030574385096,-1.5236986355279851,-0.1653878547504499,0.1971091448992013,-0.007685939711742095
RNA__RPP30,-0.05697060560647712,0.36940884467276913,0.28434536157410156,0.04346176688788097,0.12511148740799705,0.0025712977415626556,-1.2967815083298049,0.2154188048680533,-0.3415802150546493,-0.0021776454376519153
RNA__RPP38,-0.19659250610965517,0.141240248401381,0.12123889863338233,-0.10311162157868828,-0.06409563575314495,-0.08824816323899877,-0.1482004606762375,0.26420274493846696,0.5859493367459075,-0.0017824579141921257
RNA__RPP40,-0.36302359511357307,0.11127212865067705,0.1810623123659616,0.021617194600819862,0.012691035602553897,-0.007411485894346158,-0.760878763479257,0.062418136340421496,-0.07402871980333808,2.7617899527308997e-05
RNA__RPRD1A,-0.03050929982711503,0.4304981565708154,-0.041106705522552675,0.07374626344438162,-0.03634807768809744,-0.3122852855099469,-0.027081119098344385,0.06156641551017385,-0.4399326907106895,0.0022379770834999257
RNA__RPRM,-0.13091323636757218,-0.07890182834931793,0.013971869900823415,-0.3899523562292909,0.06198520918120255,-0.7182103693878641,0.1824491556612158,0.4513591728301048,0.08781554011907637,-0.004296922209923867
RNA__RPRML,0.18475728893035126,-0.28484260211657636,0.026702718835012965,-0.26638969268281765,-0.016585584491406465,0.00027148348486731317,0.2047931465149639,0.0245785232661034,0.2387626667163819,0.002599471556038325
RNA__RPS10P3,-0.15000828387092474,0.1383490505080767,0.05944436293711919,-0.04539535515178345,-0.08596715713780681,0.011399422000027023,-1.0967103367457889,-0.2958179163835574,-0.5607496811803209,-0.001934926497203619
RNA__RPS11,0.308461949613335,-0.19397416425876193,0.16420534484576102,-0.6162331659842247,-0.13326455549422123,0.02206673972062362,-0.8061485295887676,-0.04346590088767462,-0.15585201399380338,0.004877180203306301
RNA__RPS11P5,-0.1586914221880051,0.3306444905985053,0.05114701943696097,-0.4106919686941118,0.027990370268898168,0.026521035638119254,0.2691120333674261,-0.48176488532474104,-0.673939649239882,0.0027905620516941254
RNA__RPS12,0.34457210463814153,0.05525208758455224,0.1306181830993165,-0.27936044957973216,-0.07695879091066518,0.03586787682637879,-1.1362540735398745,-0.06789522614457144,0.01994866397721563,-0.003659860115884156
RNA__RPS12P26,-0.12334936045316429,0.28555458238454673,-0.05772274313665434,-0.1480808598633666,0.10306328422069277,-0.11198976374159042,0.22188672127895112,-0.39413422506205603,0.017983353304979306,0.0023539750981839995
RNA__RPS13,0.26569806521363215,0.33158961983721724,-0.017766860163962762,-0.007743570386530574,-0.20930021261887674,-0.014286068817428076,-0.9880886629737603,-0.09707219933542763,-0.26923611799284414,0.0013540571766918212
RNA__RPS15,-0.1597651768899138,-0.3207567912045067,0.24561893811643842,-0.62614617799944,-0.03488832494027008,-0.025022252814957003,-0.11557734037135203,0.0010890784817116175,0.3501172743998843,0.004141169391121923
RNA__RPS15AP10,-0.09638075097165501,0.2788101013717227,-0.2734052947103918,-0.4427146606249311,0.13170202504241385,0.03751816907919495,0.089606854035363,-0.7152538989746773,-0.8035864723412057,0.002691118731523746
RNA__RPS16,0.23838609951240589,-0.042780783573344576,0.19112455242068818,-0.46328526845548285,-0.03615063439186351,-0.0010395048349082687,-0.5748009321376287,0.05856881214257021,-0.024084123723031127,0.004161385234093103
RNA__RPS18,0.2689543715300841,0.03666014848490629,0.3279718833751347,-0.3620139658718091,0.014526944661358069,0.03181500423221114,-0.9424121557406002,0.42519862781075096,0.14553290376666847,-0.0006453973436517156
RNA__RPS18P12,-0.30556783634664186,0.1952370642980889,0.08882214864353984,-0.010053784806300892,-0.13663049040645767,0.1064655546635458,-0.540772593678048,0.07742866484023272,0.09324963602260103,-0.0045776977393722
RNA__RPS19,0.1693051119487109,-0.21948183696809234,0.345152282080139,-0.6793330365065383,-0.11233174431932627,-0.018067865542309203,-0.5775706895647253,-0.508619816100356,-0.5697161954490704,0.0033415741853820035
RNA__RPS19BP1,-0.08305259033471393,-0.07156946380497006,-0.21976646868676195,-0.5313607962719858,-0.056370155462536965,-0.0077579543285504725,-0.9152346228684395,0.03059440805438407,-0.015645398390493632,0.0002992373882227276
RNA__RPS20P14,0.20737751903007878,-0.06691874606427754,-0.08468816564714617,-0.2129358420309703,-0.019684862822168026,-0.10271437684029379,-0.8106383061864972,-0.23658194833353538,0.00246916639088922,0.0002901308207695293
RNA__RPS20P22,0.21093118096311553,0.10435792192736178,0.023355387420773904,-0.13484997431327142,0.20017938620189824,-0.5078419723871221,0.11625505464556157,0.03373805697372073,-0.49008969647426237,-0.00565600008944874
RNA__RPS20P33,-0.014627967437997255,0.3622057507003236,-0.03420479220717218,-0.5940740627708878,0.15705790150277418,0.028613602225641376,-0.07623237903245728,-0.18109612397569735,-0.8023648813929389,-0.001076195800492638
RNA__RPS23P6,0.1275006497641012,-0.17560943063258436,-0.04498734078056758,-0.3247675765436192,-0.10181040673628908,0.03865709257090786,0.19866821705921253,0.37174621887007986,-0.9331210636523743,0.0030167033975873167
RNA__RPS23P8,0.3685189704344292,-0.003751922674106365,-0.0963706363607842,-0.04542188741040208,-0.0158605209720867,-0.037643148694475104,-1.0580236661346958,-0.16248707234217635,-0.23169515596444654,-0.0025851109771072417
RNA__RPS24,-0.06314646714915197,0.057939141625354074,0.23479555971074365,0.14050318540818862,-0.10648683053320306,-0.048554075469813655,-1.1119663244390496,-0.2713190789426821,0.08895793908118234,-0.001063312242986352
RNA__RPS24P8,0.25178642816138197,-0.15256645841861735,0.1398013213658623,-0.042010210453266396,-0.08793596299731822,0.10510288292577136,-0.6538478448953481,-0.23018429475145746,0.30447813807699775,0.004006775545132276
RNA__RPS26,0.016384432151016624,-0.16968222770365757,0.3182910790513569,0.06337056942746665,-0.051264105701707544,-0.003903228837638696,-0.26869241471437727,0.012594999749009477,0.2347361513442205,-3.890061638964122e-05
RNA__RPS26P15,0.013644718997405055,-0.23782870567694783,0.22313609025732195,0.025588705484911156,0.009522821969647434,-0.09543350806045538,-0.185874265255069,0.083791482721169,-0.026869438222654782,0.0012587941193159533
RNA__RPS26P3,0.09022927075449955,-0.19296683585866833,0.261066210992784,0.020816935525438555,-0.036634325229552143,-0.012829716637695037,-0.19870785153170703,-0.10560976116345167,0.4768715394352804,-0.0013489391064623847
RNA__RPS26P47,0.22897095829859568,-0.18758721109950727,0.29305175872101913,0.12895571385398677,0.044192926576097406,-0.1472711539273733,-0.44066890969168304,0.236415626430975,0.38154772687024213,0.0012182948194040233
RNA__RPS26P6,-0.19089719655173817,-0.08582493088605982,0.23521618836366137,0.10003690690103759,-0.09491925273032911,0.008765489619292346,0.012845613320808217,0.059387286777737226,0.3893744557550717,0.0006296022825918736
RNA__RPS26P8,0.1468753498489125,-0.11486164329240314,0.19116176734487897,0.17628324921935373,-0.017613126086486068,-0.008013307535444228,-0.4241761640942015,0.0751010329281212,0.3467416087087957,0.0036886457736188634
RNA__RPS27,0.44382047754529036,-0.0519267682627967,0.06408413017893562,-0.3464750427492336,0.044926012183039404,-0.02025614185890952,-0.4877056270903995,0.3706278793068386,0.1796981046919727,0.009482183503355526
RNA__RPS27A,0.39797771121439685,0.02151843165360727,0.3411744362416805,-0.2785768139454717,-0.3320539909683338,0.038352709395392606,-1.0538228254609932,-0.05048056282882344,-0.3716959990522052,-0.00046600526246462135
RNA__RPS27AP16,0.21956969707755988,0.13945708350258354,0.13483852904747898,0.05213599255783892,-0.18840608877750448,0.12890981402757262,-1.248591174680503,-0.17540324195011045,-0.83419815271519,0.00268124031646449
RNA__RPS27L,0.21859075296594885,0.15009784940125442,-0.02026581324265783,-0.1271166032369421,-0.2800882764027358,-0.7958022846568836,-0.15157564960933964,-0.43074899127993166,-0.44008769586447843,0.004284904919291598
RNA__RPS28P7,0.14134570201563884,-0.09260661610063803,0.13610393043486319,-0.6931645211218699,-0.26904596853689633,0.045830135320575005,-0.15928794506020771,-0.00544388024507569,0.0991520547432872,0.0005518723620057644
RNA__RPS29P11,0.3067786997004802,-0.10534169755098191,-0.3356093344287754,-0.43189886154365176,0.11985514750955692,0.01645821827007013,-0.10564028802587723,0.41155635202446333,0.9038853386317487,-0.010085605296150588
RNA__RPS2P32,-0.1819562858779662,-0.02151056176938923,0.04796068807007816,0.09382233852543044,0.34928598047950327,0.12937176552515334,-0.011966147388144995,0.12683865198009606,0.2879711152396896,0.0005954282423078047
RNA__RPS2P46,-0.2440224620082189,-0.10410510491280778,0.26049811352359575,-0.2863206788707724,0.09224643028324321,0.032091424136590906,-0.4642338271982499,-0.1834767902999749,-0.14526947653100603,0.004467666890132973
RNA__RPS2P55,-0.2377779476073801,0.09110598549856805,0.19475446557063109,-0.16793063017244625,0.08719065336479806,0.03537207027181351,-0.7829199735385639,-0.19325170738816547,0.10102473357967129,-0.00019278603370315845
RNA__RPS3,0.3083802104525451,-0.10351103081631849,0.3312778192057302,-0.30041643461115936,-0.08813134546483288,0.03638307615069333,-0.7435588435896991,-0.030804926875284716,0.10204213203387616,0.002952563997221843
RNA__RPS3AP6,0.11395015766307366,0.1489386026263447,-0.012420989314051785,-0.1480307720377195,-0.19491134582733186,0.06757578421887021,-1.4083316891718802,-0.3044424937704585,-0.251489887886476,-0.0008484228875159137
RNA__RPS4X,0.12820034974751576,0.01765674083682703,0.010241656161279294,-0.1607087162056014,-0.238037556477721,0.0036131494390941057,-1.2045910606918069,0.5157425730669248,-0.11972068148848387,0.0010481937677919316
RNA__RPS6KA2,0.13094074521846485,0.268929135053466,-0.4540128505628139,-0.28349775874921235,0.0230017682130186,0.056645188413618625,0.32652083132156395,-0.1791401816120561,0.44502385236364167,-0.0017654058984932935
RNA__RPS6KA4,-0.23994952894287658,0.07806654694906112,0.45475605518953777,-0.37266867555336525,-0.018007935062204876,0.03625236664703513,0.167874084661734,-1.180819190475868,0.6064599065193604,-0.0006141925901501461
RNA__RPS6KA6,0.000947327854213683,0.11997534610300276,-0.2623899892856034,-0.10533029690014888,-0.10170505826084222,0.040620518034854086,0.19589508671532327,0.2894421678822408,-0.17766860684706007,0.005332193435286151
RNA__RPS6KB1,-0.2983683541539538,0.45019585441658216,-0.003315056860390706,0.21647741961140332,0.051220982516514274,0.04892988546121921,0.2076911564782323,-0.16083466738659233,0.020944373635834197,0.008573994661603131
RNA__RPS6KB2,-0.174521772085612,-0.2819956251071444,0.24268019479016928,-0.6077815188538155,0.41789232859248937,-0.3005991516955714,0.27310435747136125,-0.11700461316514668,0.34549812364425453,0.0012643163417961844
RNA__RPS6KC1,-0.2927782221679983,0.43782795468393065,0.14949439793936886,0.1841854529440799,0.0386207254072573,0.02836001453039248,-0.3686781776848366,0.07743553198400036,-0.027038176744102367,7.904541852927116e-05
RNA__RPS6KL1,-0.08624369466062042,0.2107849200506222,-0.12932950982878647,-0.24236312307749655,0.11331260024265306,0.00540396013964296,0.21339236337217743,0.20663677694886448,-0.2856804671983325,-0.0006074603528159431
RNA__RPS7,0.22253266045859704,0.05781558847631669,0.3554706181329871,-0.30877759859728987,-0.17356167679730586,-0.048128635642492396,-1.2678429348703784,-0.023441156244063652,-0.05349679663205317,0.001064130344687669
RNA__RPS7P1,0.08771155520612398,0.11732174910864174,0.2003785269544414,-0.11330563535460876,-0.22574539578407993,0.018485911241637825,-1.480932189288754,-0.18410958248388976,-0.30792305565123357,-0.0002744410988348091
RNA__RPS7P11,0.2717181810605437,0.017383289434618438,0.28117125805694587,-0.19892946144758952,-0.041975060905667806,-0.14064894262698147,-1.342578647692681,-0.0852538862248323,0.01249654587219486,0.0005066296956315524
RNA__RPS8,0.03659293595885464,-0.0447519845705185,0.149697580283193,-0.6118813835213449,-0.08594105258837657,0.08717188491906887,-0.9610491648076445,0.01310558658106878,0.19856072808714628,0.0026337803255910585
RNA__RPS9,0.3766229425825366,-0.15980957672602478,0.05607030542265199,-0.3609329796162327,-0.053093306754751046,0.13649985070037612,-0.7528861932509376,0.0219751875049929,0.10252482557116273,0.0047181290573293
RNA__RPSA,0.16549182701236503,-0.17048219263032224,0.2584566188896827,-0.3545693582394838,-0.1936442362084854,-0.0630326878413629,-0.849304505263415,-0.8022242581244464,0.09656909340841045,0.005076744575642245
RNA__RPSAP12,0.15140040307641753,0.13348722167556748,-0.028336148774621716,-0.01642513595355612,-0.32493281529529977,-0.016422465615233986,-0.11816537630024997,0.2715337240937077,-0.3088764210090624,-0.002039446504858258
